ID,Country,Province/State,Study Pop Size (N),Positive/negative cases,Mean Age,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Smoking history,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever (temperature ≥37·3°C),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Mortality
169,China,Jiangsu,8,Positive only,59,0.63,0.00,0.00,1.00,0.00,0.00,,0.38,0.50,0.13,,0.00,,0.13,0.13,,1.00,,1.00,1.00,0.25,0.88,,0.63,,0.50,0.00,0.13,,,,,,0.00
170,Iceland,Nationwide,13,Positive only,51,0.69,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,,0.23,,0.15,,0.08,,,,,,0.00,,,0.08,0.54,0.00
172,China,Changsha,159,Positive only,72,0.62,0.00,0.00,0.00,0.00,0.00,,0.57,0.33,0.57,,0.05,0.09,0.15,,,0.71,,0.55,0.08,0.03,,0.03,0.14,,0.06,0.02,,,0.03,0.10,,,1.00
176,USA,New York City,393,Positive only,62,0.61,0.37,0.13,0.17,,0.46,0.05,0.50,0.25,0.14,0.05,0.06,,,,,0.26,0.10,0.79,0.57,,,0.27,,,0.24,,,,,,,0.00,0.10
176,USA,New York City,130,Positive only,63,0.71,0.35,0.12,0.19,,0.34,0.05,0.54,0.28,0.19,0.05,0.08,,,,,0.35,0.22,0.83,0.66,,,0.24,,,0.21,,,,,,,0.00,0.15
176,USA,New York City,263,Positive only,61,0.56,0.38,0.13,0.16,,0.33,0.05,0.48,0.24,0.11,0.05,0.05,,,,,0.21,0.04,0.78,0.52,,,0.29,,,0.25,,,,,,,0.00,0.08
181,USA,South Carolina,368,Positive only,48,,0.29,0.64,,,0.07,0.14,,0.68,0.18,0.20,0.16,0.09,0.13,,,0.42,,,,,,,,,,,,,,,,,0.19
181,USA,South Carolina,97,Positive only,48,,0.24,0.68,,,0.08,0.19,,0.79,0.26,0.23,0.18,0.08,0.21,,,0.43,,,,,,,,,,,,,,,,,0.28
181,USA,South Carolina,113,Positive only,47,,0.35,0.59,,,0.06,0.12,,0.55,0.13,0.18,0.13,0.11,0.07,,,0.47,,,,,,,,,,,,,,,,,0.22
181,USA,South Carolina,158,Positive only,48,,0.27,0.65,,,0.08,0.13,,0.70,0.17,0.19,0.17,0.09,0.12,,,0.39,,,,,,,,,,,,,,,,,0.11
182,USA,New York,5700,Positive only,63,0.60,0.40,0.23,0.09,0.23,0.06,0.16,0.57,0.34,0.18,0.05,0.06,0.01,,0.05,,,0.17,,,,,,,,,,,,,,,,0.10
183,UK,Nationwide,202,Positive only,56,0.48,,,,,,0.31,,,,,,,,,,0.56,,0.60,0.41,0.43,,0.45,0.68,,0.44,0.26,0.55,0.36,,,0.64,0.00,0.00
184,USA,Washington,48,Positive only,14,0.77,,,,,,,,,,,,,,,,0.42,,0.50,0.10,0.17,,0.35,,,0.06,0.02,0.02,0.15,0.15,,,0.00,0.00
185,China,Wuhan,171,Positive only,6,0.61,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.42,,0.49,,,,,0.09,,0.09,0.06,,0.08,,,,0.16,0.01
186,China,Guangzhou,13,Positive only,60,0.62,,,1.00,,,,0.39,0.15,,,,0.08,,,,1.00,,0.69,0.00,0.00,,,,,,,,,,,,,0.00
188,USA,Washington,57,Positive only,79,,,,,,,,,0.38,0.81,0.38,,,0.40,0.38,,0.10,,0.58,0.10,0.04,,0.02,,,0.04,0.10,,0.15,0.00,,,,0.26
188,USA,Washington,28,Negative only,74,,,,,,,,,0.39,0.61,0.29,,,0.29,0.32,,0.50,,0.36,0.11,0.07,,0.04,,,0.07,0.07,,0.18,0.00,,,,0.00
191,China,Nationwide,21,Positive only,68,0.52,0.00,0.00,1.00,0.00,0.00,,0.33,0.19,0.19,,0.14,0.10,,0.10,,0.76,,0.71,0.57,,0.33,,,,0.10,,,0.14,,,,0.00,0.24
191,China,Nationwide,5,Positive only,68,0.80,0.00,0.00,1.00,0.00,0.00,,0.40,0.49,0.40,,0.20,0.20,,0.00,,1.00,,0.80,0.60,,0.40,,,,0.20,,,0.00,,,,0.00,1.00
191,China,Nationwide,16,Positive only,69,0.44,0.00,0.00,1.00,0.00,0.00,,0.31,0.13,0.13,,0.13,0.06,,0.13,,0.69,,0.69,0.56,,0.31,,,,0.06,,,0.19,,,,0.00,0.00
193,China,Shenzhen,420,Positive only,46,0.48,0.00,0.00,1.00,0.00,0.00,,0.12,0.06,0.03,0.03,,0.03,0.01,0.00,0.03,0.75,,0.73,0.16,0.11,0.47,0.13,0.29,,0.18,0.11,,0.14,0.03,0.16,,0.00,0.01
193,China,Shenzhen,23,Positive only,25,0.30,0.00,0.00,1.00,0.00,0.00,,0.04,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.48,,0.57,0.00,0.04,0.13,0.09,0.09,,0.09,0.04,,0.13,0.00,0.04,,0.00,0.00
193,China,Shenzhen,304,Positive only,43,0.44,0.00,0.00,1.00,0.00,0.00,,0.08,0.04,0.01,0.03,,0.03,0.00,0.01,0.04,0.71,,0.70,0.06,0.11,0.44,0.09,0.23,,0.17,0.11,,0.13,0.03,0.12,,0.00,0.00
193,China,Shenzhen,74,Positive only,58,0.61,0.00,0.00,1.00,0.00,0.00,,0.24,0.12,0.10,0.03,,0.04,0.01,0.00,0.04,0.95,,0.88,0.41,0.15,0.69,0.28,0.49,,0.23,0.14,,0.18,0.05,0.35,,0.00,0.00
193,China,Shenzhen,19,Positive only,62,0.74,0.00,0.00,1.00,0.00,0.00,,0.37,0.21,0.00,0.16,,0.00,0.05,0.00,0.05,0.90,,0.79,0.90,0.05,0.47,0.26,0.58,,0.11,0.11,,0.21,0.05,0.26,,0.00,0.21
197,China,Wuhan,223,Positive only,60,0.57,0.00,0.00,1.00,0.00,0.00,,0.18,0.09,0.06,,0.02,,,,,0.79,,0.69,,,,,0.57,,0.07,,,,,,,,0.30
197,China,Wuhan,125,Positive only,48,0.49,0.00,0.00,1.00,0.00,0.00,,0.10,0.06,0.03,,0.01,,,,,0.74,,0.68,,,,,0.58,,0.08,,,,,,,,0.00
197,China,Wuhan,98,Positive only,64,0.66,0.00,0.00,1.00,0.00,0.00,,0.39,0.12,0.09,,0.04,,,,,0.86,,0.70,,,,,0.54,,0.05,,,,,,,,0.68
198,USA,New York,257,Positive,21,0.66,0.12,0.19,0.04,0.62,0.03,0.13,0.63,0.36,0.19,0.09,0.07,0.02,0.09,0.14,,0.71,,0.66,0.74,0.04,,0.26,,0.07,0.12,,,0.06,,,,0.00,0.33
199,China,Hubei,237,Positive only,65,0.59,,,,,,,0.43,0.24,0.07,,,,,0.00,,0.37,0.20,,,,,,,,0.03,0.04,0.01,,,,,0.00,0.14
199,China,Hubei,158,Positive only,66,0.56,,,,,,,0.46,0.25,0.09,,,,,0.00,,0.35,0.23,,,,,,,,0.03,0.05,0.01,,,,,0.00,0.15
199,China,Hubei,78,Positive only,64,0.65,,,,,,,0.38,0.21,0.03,,,,,0.00,,0.40,0.14,,,,,,,,0.03,0.03,0.00,,,,,0.00,0.13
200,USA,New York,151,Positive only,56,0.57,,,,,,0.21,0.50,0.26,0.11,0.07,0.03,0.01,,0.08,0.17,0.74,,0.77,0.54,0.14,0.06,,,,0.20,0.09,,0.11,0.15,,,,0.15
200,USA,New York,618,Positive only,63,0.57,,,,,,0.23,0.59,0.38,0.14,0.07,0.08,0.02,,0.16,0.10,0.73,,0.73,0.61,0.10,0.09,,,,0.25,0.22,,0.08,0.19,,,,0.13
200,USA,New York,231,Positive only,62,0.68,,,,,,0.24,0.68,0.43,0.13,0.06,0.06,0.02,,0.12,0.13,0.73,,0.72,0.74,0.07,0.07,,,,0.21,0.10,,0.08,0.17,,,,0.31
200,USA,New York,1000,Positive only,62,0.60,,,,,,0.23,0.60,0.37,0.13,0.07,0.07,0.02,,0.14,0.11,0.73,,0.73,0.63,0.10,0.08,,,,0.23,0.18,,0.08,0.18,,,,0.17
